,URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
527,B0_222,40,8,3,39,11590.0,42,97,528,310,156,17,12,23383,162,206,295213,23877,162,6.0,0
528,B0_2275,40,9,4,7,230.0,42,27,698,477,5,3,3,486,5,4,244,486,5,0.0,0
529,B0_2323,40,6,6,124,,29,98,391,136,12,4,8,924,12,10,642,924,12,0.0,0
530,B0_251,40,7,1,112,618.0,2,153,665,446,24,6,4,1784,26,27,23886,1950,26,2.0,0
531,B0_309,40,8,1,124,,42,63,757,549,17,3,9,1394,19,20,12358,1546,19,2.0,0
532,B0_349,40,9,6,216,,29,98,18,571,16,11,2,2272,20,26,16035,2576,20,4.0,0
533,B0_353,40,9,6,2,622.0,42,21,255,360,8,1,3,1088,14,13,2036,1524,14,6.0,0
534,B0_376,40,9,1,59,,42,67,620,457,21,0,2,2021,23,25,26799,2165,23,2.0,0
535,B0_391,40,6,5,115,324.0,42,114,742,365,22,0,2,1724,24,26,38477,1886,24,2.0,0
536,B0_409,40,7,6,124,,7,105,556,8,76,9,7,8268,84,88,117625,8898,84,8.0,0
537,B0_416,40,6,1,217,1108.0,29,98,229,140,15,10,4,1166,19,19,1626,1538,19,4.0,0
538,B0_442,40,9,6,223,,42,21,340,239,26,1,3,4229,30,36,32381,4517,30,4.0,0
539,B0_520,40,9,3,118,63279.0,42,103,844,142,56,4,8,4551,60,59,67881,4843,60,4.0,0
540,B0_552,40,8,1,7,15240.0,29,98,87,150,8,4,1,1325,12,12,2833,1637,12,4.0,0
541,B0_562,40,9,6,7,65993.0,42,67,349,334,24,0,9,2112,28,29,16019,2404,28,4.0,0
542,B0_590,40,7,1,124,1819.0,42,21,333,221,48,41,9,6057,56,54,15706,6657,56,8.0,0
543,B0_685,40,8,1,200,,42,155,823,195,16,5,5,1615,20,23,25358,1931,20,4.0,0
544,B0_697,40,8,3,200,15363.0,42,90,827,369,20,5,9,2948,24,27,5557,3248,24,4.0,0
545,B0_703,40,6,4,124,411.0,42,137,311,2,14,1,3,1981,20,19,6759,2497,20,6.0,0
546,B0_765,40,7,3,106,38119.0,42,21,689,419,38,1,3,2995,44,37,41717,3531,44,6.0,0
547,B0_803,40,9,1,148,,42,85,253,135,0,0,0,0,0,0,0,0,0,0.0,0
548,B0_863,40,9,6,201,,42,35,636,507,0,0,0,0,0,0,0,0,0,0.0,0
549,B0_976,40,7,3,106,6498.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
550,B0_980,40,9,6,2,622.0,42,21,255,360,0,0,0,0,0,0,0,0,0,0.0,0
551,M0_116,41,13,3,200,643.0,29,98,889,593,9,0,3,1142,13,12,1991,1430,13,4.0,1
552,M0_156,41,11,3,200,670.0,29,98,889,593,15,1,5,1653,21,19,2798,2103,21,6.0,1
553,M0_52,41,10,1,24,2516.0,42,146,460,341,24,0,2,4034,30,26,12486,4498,30,6.0,1
554,M0_57,41,11,3,131,27103.0,4,98,889,593,22,0,3,2316,26,28,31378,2640,26,4.0,1
555,M0_92,41,10,4,229,218.0,29,98,270,181,7,0,1,737,11,10,1162,1047,11,4.0,1
556,B0_107,41,6,4,200,318.0,29,98,387,73,8,0,2,1089,14,13,1977,1601,14,6.0,0
557,B0_1283,41,8,6,200,,42,110,668,148,0,0,0,0,0,0,0,0,0,0.0,0
558,B0_1296,41,8,6,7,65473.0,42,67,349,334,0,0,0,0,0,0,0,0,0,0.0,0
559,B0_1373,41,9,3,217,,42,119,842,586,0,0,0,0,0,0,0,0,0,0.0,0
560,B0_1378,41,8,5,115,324.0,15,181,498,191,0,0,0,0,0,0,0,0,0,0.0,0
561,B0_1425,41,10,6,230,,42,90,271,533,0,0,0,0,0,0,0,0,0,0.0,0
562,B0_192,41,9,3,188,,42,21,107,71,0,0,0,0,0,2,124,0,0,0.0,0
563,B0_2019,41,9,3,166,,42,21,107,71,3,3,1,366,3,4,244,366,3,0.0,0
564,B0_2135,41,9,1,7,,42,71,446,390,7,5,5,630,7,7,442,630,7,0.0,0
565,B0_2299,41,9,3,7,7065.0,42,13,726,494,5,3,3,576,6,8,522,576,6,0.0,0
566,B0_238,41,7,1,235,10588.0,42,35,664,357,20,0,2,1895,22,24,13792,2055,22,2.0,0
567,B0_26,41,8,3,7,,30,115,888,461,8,0,1,1078,12,12,1532,1390,12,4.0,0
568,B0_275,41,9,3,161,,42,21,107,71,34,27,3,4891,42,37,37001,5499,42,8.0,0
569,B0_30,41,7,4,7,281.0,42,114,863,170,18,0,3,1868,22,23,18348,2202,22,4.0,0
570,B0_364,41,8,5,118,324.0,42,52,715,207,10,3,5,1202,14,16,1335,1500,14,4.0,0
571,B0_373,41,8,3,7,,21,98,822,371,34,11,4,3699,40,38,27522,4153,40,6.0,0
572,B0_390,41,8,3,7,,42,148,426,301,26,0,8,2657,30,35,34427,2991,30,4.0,0
573,B0_427,41,10,4,7,13.0,42,13,768,513,8,3,8,552,8,5,420,552,8,0.0,0
574,B0_434,41,8,3,136,,42,155,730,507,40,12,6,3079,44,53,38924,3359,44,4.0,0
575,B0_713,41,8,1,205,,29,98,195,78,1,0,1,54,1,2,124,54,1,0.0,0
576,B0_731,41,10,6,230,,42,90,271,533,10,1,4,1198,16,16,2763,1616,16,6.0,0
577,B0_758,41,9,1,7,,2,126,397,286,101,41,5,10813,110,101,142735,11423,110,8.0,0
578,B0_829,41,10,3,8,9817.0,15,57,119,518,0,0,0,0,0,0,0,0,0,0.0,0
579,B0_855,41,9,1,7,,2,126,397,286,0,0,0,0,0,0,0,0,0,0.0,0
580,B0_910,41,9,1,200,,14,98,407,276,0,0,0,0,0,0,0,0,0,0.0,0
581,M0_128,42,13,3,200,646.0,29,98,889,593,7,1,5,466,11,10,822,760,11,4.0,1
582,M0_154,42,11,3,200,673.0,29,98,889,593,18,1,4,2185,24,21,2969,2637,24,6.0,1
583,M0_155,42,11,3,200,673.0,29,98,889,593,18,1,5,2185,24,21,2969,2637,24,6.0,1
584,M0_40,42,10,6,210,,29,98,789,593,15,0,3,2124,17,20,12884,2270,17,2.0,1
585,M0_47,42,10,1,24,2516.0,42,146,460,341,24,0,2,4035,30,25,12416,4499,30,6.0,1
586,M0_48,42,10,1,24,2516.0,42,146,460,341,25,0,2,4101,31,28,12614,4565,31,6.0,1
587,M0_50,42,10,1,24,2516.0,42,146,460,341,23,0,2,3969,29,24,12354,4433,29,6.0,1
588,M0_53,42,10,1,24,2516.0,42,146,460,341,25,0,2,4101,31,28,12614,4565,31,6.0,1
589,M1_3,42,8,1,7,895.0,42,13,738,505,15,0,6,1980,19,17,5911,2334,19,4.0,1
590,B0_104,42,7,6,83,,42,35,462,143,51,11,7,4601,57,55,45279,5103,57,6.0,0
591,B0_1131,42,8,6,76,,19,53,653,101,0,0,0,0,0,0,0,0,0,0.0,0
592,B0_1139,42,7,6,210,,7,16,302,517,0,0,0,0,0,0,0,0,0,0.0,0
593,B0_1236,42,10,3,200,,42,13,677,160,0,0,0,0,0,0,0,0,0,0.0,0
594,B0_1257,42,8,3,7,7289.0,7,105,138,562,0,0,0,0,0,0,0,0,0,0.0,0
595,B0_1260,42,8,3,76,4974.0,7,125,548,377,0,0,0,0,0,0,0,0,0,0.0,0
596,B0_1266,42,10,6,148,,42,13,62,266,0,0,0,0,0,0,0,0,0,0.0,0
597,B0_1268,42,9,3,184,4691.0,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
598,B0_1303,42,8,6,207,,42,21,884,587,0,0,0,0,0,0,0,0,0,0.0,0
599,B0_1351,42,11,3,200,,42,13,830,482,0,0,0,0,0,0,0,0,0,0.0,0
600,B0_1375,42,10,1,124,1819.0,42,21,333,221,0,0,0,0,0,0,0,0,0,0.0,0
601,B0_1422,42,9,1,200,1505.0,42,108,814,431,0,0,0,0,0,0,0,0,0,0.0,0
602,B0_146,42,9,3,7,7509.0,29,98,214,165,7,0,2,985,13,12,1496,1433,13,6.0,0
603,B0_2112,42,9,1,8,5127.0,42,21,717,348,4,3,2,432,4,5,310,432,4,0.0,0
604,B0_2172,42,7,1,7,,42,49,269,26,6,4,4,528,6,8,612,528,6,0.0,0
605,B0_2185,42,9,3,200,,29,98,449,212,6,5,2,540,6,7,473,540,6,0.0,0
606,B0_2218,42,8,3,200,,2,82,670,558,5,3,3,498,5,6,376,498,5,0.0,0
607,B0_2231,42,9,5,124,324.0,29,98,75,232,8,8,3,636,8,6,364,636,8,0.0,0
608,B0_291,42,8,3,7,,41,142,537,368,33,0,5,2706,37,35,41737,2982,37,4.0,0
609,B0_314,42,8,3,28,2766.0,29,98,657,498,33,4,9,3088,41,34,12104,3720,41,8.0,0
610,B0_328,42,8,6,124,,42,21,391,136,28,20,2,2780,32,36,27390,3064,32,4.0,0
611,B0_33,42,9,1,7,,2,126,397,286,15,6,10,950,17,18,1327,1110,17,2.0,0
612,B0_363,42,7,6,234,,42,45,561,223,19,15,3,2864,23,26,10465,3168,23,4.0,0
613,B0_510,42,9,3,36,10561.0,21,2,112,390,15,4,4,1540,19,21,25529,1844,19,4.0,0
614,B0_518,42,9,3,36,8769.0,34,101,617,322,5,0,3,334,7,6,412,474,7,2.0,0
615,B0_527,42,7,3,106,12608.0,42,21,689,419,71,9,13,7856,77,68,82332,8384,77,6.0,0
616,B0_575,42,9,5,115,324.0,42,21,417,143,29,14,15,2767,33,27,3550,3073,33,4.0,0
617,B0_603,42,8,3,28,94.0,2,88,295,509,14,0,3,1102,16,8,1015,1248,16,2.0,0
618,B0_818,42,8,1,230,,42,174,466,294,0,0,0,0,0,0,0,0,0,0.0,0
619,B0_840,42,8,5,115,324.0,42,27,260,100,0,0,0,0,0,0,0,0,0,0.0,0
620,B0_92,42,8,6,124,,42,21,391,136,22,15,2,2432,26,32,27169,2716,26,4.0,0
621,B0_939,42,9,1,7,,2,126,397,286,0,0,0,0,0,0,0,0,0,0.0,0
622,B0_963,42,7,1,7,497.0,42,114,783,554,0,0,0,0,0,0,0,0,0,0.0,0
623,B0_985,42,7,6,83,,42,35,462,143,0,0,0,0,0,0,0,0,0,0.0,0
624,M0_132,43,13,3,200,646.0,29,98,889,593,11,1,4,1266,15,12,966,1554,15,4.0,1
625,M0_153,43,11,3,200,673.0,29,98,889,593,18,1,5,2188,24,22,3031,2640,24,6.0,1
626,M0_54,43,10,1,24,2516.0,42,146,460,341,23,0,2,3970,29,27,12548,4434,29,6.0,1
627,M0_64,43,11,4,10,,29,98,627,569,10,0,5,925,12,12,1399,1079,12,2.0,1
628,M0_9,43,10,1,103,,48,160,437,219,8,0,1,1045,10,9,2806,1209,10,2.0,1
629,M0_95,43,10,3,7,7550.0,42,21,643,490,11,0,1,883,13,13,8893,1037,13,2.0,1
630,M4_75,43,10,3,217,,29,98,889,593,0,0,0,0,0,2,124,0,0,0.0,1
631,B0_1005,43,8,5,115,324.0,42,155,141,434,0,0,0,0,0,0,0,0,0,0.0,0
632,B0_1010,43,9,6,201,,42,35,636,507,0,0,0,0,0,0,0,0,0,0.0,0
633,B0_1112,43,9,1,7,,2,126,397,286,0,0,0,0,0,0,0,0,0,0.0,0
634,B0_1177,43,9,1,200,,42,155,511,135,0,0,0,0,0,0,0,0,0,0.0,0
635,B0_120,43,8,4,7,236.0,42,169,869,325,16,0,1,1151,18,19,24455,1305,18,2.0,0
636,B0_1335,43,8,1,67,,42,39,752,514,0,0,0,0,0,0,0,0,0,0.0,0
637,B0_1420,43,9,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0.0,0
638,B0_180,43,8,6,200,,15,120,846,481,15,6,5,1528,21,21,3023,1988,21,6.0,0
639,B0_2008,43,7,3,7,,42,21,551,434,15,3,4,1110,15,4,244,1110,15,0.0,0
640,B0_2036,43,9,3,191,,42,21,107,71,29,10,11,2022,29,12,803,2022,29,0.0,0
641,B0_206,43,7,5,115,324.0,29,98,130,90,39,9,5,4044,43,39,44173,4420,43,4.0,0
642,B0_2070,43,8,6,207,13089.0,29,98,884,587,4,3,2,408,4,7,448,408,4,0.0,0
643,B0_2188,43,9,6,28,19724.0,42,13,651,2,4,3,2,420,4,6,366,420,4,0.0,0
644,B0_2194,43,9,3,156,,42,21,107,71,9,5,6,750,9,8,502,750,9,0.0,0
645,B0_236,43,9,3,7,,41,142,537,368,33,1,4,2756,37,37,41938,3032,37,4.0,0
646,B0_242,43,9,6,141,389.0,42,21,210,411,83,2,3,6008,87,107,147266,6312,87,4.0,0
647,B0_271,43,8,3,7,,42,13,438,328,84,13,6,7403,86,71,117282,7549,86,2.0,0
648,B0_324,43,9,1,124,6744.0,29,98,590,583,22,3,8,2267,28,31,9811,2701,28,6.0,0
649,B0_331,43,12,0,7,5653.0,29,98,493,314,8,0,3,803,12,12,2190,1097,12,4.0,0
650,B0_354,43,8,5,118,324.0,29,98,527,164,25,2,6,2444,31,17,1984,2874,31,6.0,0
651,B0_43,43,9,1,148,,7,125,40,580,20,4,7,1511,22,21,14430,1663,22,2.0,0
652,B0_553,43,10,6,200,,42,90,427,434,23,15,9,2479,27,24,6085,2743,27,4.0,0
653,B0_612,43,7,5,115,324.0,42,114,742,365,17,7,3,2715,23,20,20139,3187,23,6.0,0
654,B0_667,43,7,1,7,497.0,15,98,81,364,45,3,7,4178,51,50,44810,4646,51,6.0,0
655,B0_759,43,7,3,106,20592.0,42,21,689,419,64,5,13,6081,69,71,63457,6463,69,4.0,0
656,B0_782,43,10,3,132,,42,35,346,540,0,0,0,0,0,0,0,0,0,0.0,0
657,B0_885,43,9,3,165,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
658,B0_989,43,10,6,121,4816.0,42,24,632,484,0,0,0,0,0,0,0,0,0,0.0,0
659,M0_49,44,10,1,24,2516.0,42,146,460,341,22,0,2,3444,28,24,9819,3908,28,6.0,1
660,B0_1055,44,10,6,224,8219.0,42,24,705,265,0,0,0,0,0,0,0,0,0,0.0,0
661,B0_1097,44,8,1,200,,42,155,823,195,0,0,0,0,0,0,0,0,0,0.0,0
662,B0_1111,44,11,4,7,334.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
663,B0_1180,44,9,6,2,634.0,42,21,255,360,0,0,0,0,0,0,0,0,0,0.0,0
664,B0_1213,44,9,3,196,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
665,B0_1230,44,9,3,200,,42,90,217,503,0,0,0,0,0,0,0,0,0,0.0,0
666,B0_1405,44,7,5,115,324.0,42,114,742,365,0,0,0,0,0,0,0,0,0,0.0,0
667,B0_190,44,8,1,200,,42,155,823,195,19,0,2,1809,23,23,26805,2125,23,4.0,0
668,B0_2055,44,10,3,88,,2,98,351,499,17,7,6,1242,17,13,962,1242,17,0.0,0
669,B0_2090,44,9,1,200,1511.0,42,108,814,431,6,4,3,640,6,8,606,640,6,0.0,0
670,B0_2139,44,11,1,124,1819.0,42,21,333,221,5,3,2,498,5,7,438,498,5,0.0,0
671,B0_2140,44,10,6,7,45958.0,7,105,887,296,6,6,3,540,6,8,539,540,6,0.0,0
672,B0_2151,44,9,3,170,,42,21,107,71,39,19,10,2742,39,5,306,2742,39,0.0,0
673,B0_2257,44,7,3,7,,42,13,89,208,14,7,12,1092,14,15,970,1092,14,0.0,0
674,B0_226,44,8,1,118,11.0,42,155,127,424,40,6,5,4203,42,42,47931,4365,42,2.0,0
675,B0_235,44,9,5,115,324.0,42,143,731,146,26,10,6,2512,32,33,7155,2982,32,6.0,0
676,B0_239,44,9,3,160,,42,21,107,71,40,35,2,5987,48,48,38230,6595,48,8.0,0
677,B0_277,44,9,3,178,,42,21,107,71,37,32,2,5805,45,41,40585,6413,45,8.0,0
678,B0_289,44,9,6,7,44446.0,7,105,887,296,157,2,5,11053,159,176,284743,11211,159,2.0,0
679,B0_311,44,9,4,7,338.0,29,98,889,593,9,0,2,870,11,12,5876,1020,11,2.0,0
680,B0_316,44,8,4,17,345.0,42,35,43,49,12,4,3,972,14,16,15901,1118,14,2.0,0
681,B0_408,44,9,1,124,674.0,42,27,590,583,15,0,6,1556,21,20,9023,1988,21,6.0,0
682,B0_436,44,9,6,201,,42,35,636,507,29,16,7,2326,33,25,3623,2626,33,4.0,0
683,B0_49,44,8,3,84,25825.0,42,21,477,520,71,1,6,5647,79,79,120385,6295,79,8.0,0
684,B0_51,44,8,3,136,,42,155,730,507,23,6,9,1942,27,25,15275,2222,27,4.0,0
685,B0_550,44,9,1,218,,14,98,748,271,6,0,1,672,8,8,1381,834,8,2.0,0
686,B0_557,44,9,1,200,1501.0,42,108,814,431,53,21,8,7834,61,53,22947,8472,61,8.0,0
687,B0_616,44,8,6,200,10198.0,42,97,575,1,17,12,4,2401,23,23,19291,2827,23,6.0,0
688,B0_617,44,10,1,76,360.0,42,24,487,352,16,3,4,1480,20,23,10665,1776,20,4.0,0
689,B0_633,44,9,4,147,16525.0,42,21,851,477,10,0,5,1197,14,15,1424,1503,14,4.0,0
690,B0_641,44,8,3,136,,42,155,730,507,18,0,3,2274,22,21,31811,2554,22,4.0,0
691,B0_733,44,9,1,124,6746.0,42,27,590,583,20,4,6,2097,24,23,9280,2381,24,4.0,0
692,B0_832,44,9,3,157,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
693,B0_833,44,8,5,115,324.0,7,105,232,153,0,0,0,0,0,0,0,0,0,0.0,0
694,B0_993,44,8,5,118,324.0,42,27,527,164,0,0,0,0,0,0,0,0,0,0.0,0
695,M1_2,45,10,1,7,,29,98,883,593,4,0,2,531,6,6,494,681,6,2.0,1
696,B0_10,45,8,4,200,326.0,29,98,597,262,7,0,2,1088,11,10,7650,1440,11,4.0,0
697,B0_1062,45,9,3,215,10273.0,42,65,265,201,0,0,0,0,0,0,0,0,0,0.0,0
698,B0_1083,45,9,1,124,6748.0,29,98,590,583,0,0,0,0,0,0,0,0,0,0.0,0
699,B0_1085,45,9,1,137,,42,58,613,428,0,0,0,0,0,0,0,0,0,0.0,0
700,B0_1140,45,8,1,121,1245.0,42,35,672,529,0,0,0,0,0,0,0,0,0,0.0,0
701,B0_1192,45,10,1,7,6264.0,29,98,303,152,0,0,0,0,0,0,0,0,0,0.0,0
702,B0_1232,45,10,1,118,1245.0,42,26,116,164,0,0,0,0,0,0,0,0,0,0.0,0
703,B0_1238,45,9,1,148,,42,13,879,164,0,0,0,0,0,0,0,0,0,0.0,0
704,B0_1262,45,7,4,79,185.0,42,58,610,581,0,0,0,0,0,0,0,0,0,0.0,0
705,B0_1272,45,7,3,7,4764.0,42,13,179,243,0,0,0,0,0,0,0,0,0,0.0,0
706,B0_1318,45,8,5,115,324.0,29,98,557,33,0,0,0,0,0,0,0,0,0,0.0,0
707,B0_1343,45,8,6,6,365.0,42,13,121,353,0,0,0,0,0,0,0,0,0,0.0,0
708,B0_1411,45,11,3,179,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
709,B0_158,45,11,3,7,3042.0,42,21,355,495,14,0,7,1201,18,17,4922,1495,18,4.0,0
710,B0_2204,45,8,6,105,41547.0,42,90,38,541,8,4,3,660,8,6,476,660,8,0.0,0
711,B0_2259,45,11,3,127,,42,78,837,588,10,9,8,780,10,12,805,780,10,0.0,0
712,B0_266,45,9,6,213,39.0,27,87,560,281,4,0,2,541,6,7,579,689,6,2.0,0
713,B0_288,45,9,6,7,44447.0,7,105,887,296,185,0,2,13834,187,263,488313,13992,187,2.0,0
714,B0_315,45,9,3,156,,42,21,107,71,47,41,4,6464,55,53,39038,7072,55,8.0,0
715,B0_317,45,8,4,77,226.0,42,79,586,396,44,0,2,4044,46,46,82259,4204,46,2.0,0
716,B0_406,45,10,4,80,217.0,29,98,889,593,28,2,5,3409,30,19,18392,3565,30,2.0,0
717,B0_467,45,10,1,124,12368.0,42,21,851,477,32,5,9,2595,36,34,15941,2881,36,4.0,0
718,B0_485,45,9,3,155,,42,21,107,71,55,43,7,10205,69,56,38894,11305,69,14.0,0
719,B0_509,45,9,3,193,4695.0,42,21,107,71,40,35,2,4590,46,54,84636,5046,46,6.0,0
720,B0_541,45,10,6,2,636.0,42,21,255,360,46,22,8,5308,54,51,40052,5902,54,8.0,0
721,B0_585,45,8,4,7,191.0,2,150,90,179,3,0,1,198,3,3,186,198,3,0.0,0
722,B0_608,45,9,3,7,23771.0,42,58,843,69,19,0,2,1801,23,25,26643,2097,23,4.0,0
723,B0_683,45,10,6,124,14947.0,42,90,490,501,19,0,3,1816,23,22,12138,2104,23,4.0,0
724,B0_686,45,9,1,7,,2,126,397,286,70,3,8,5631,77,65,82281,6091,77,6.0,0
725,B0_691,45,9,5,115,324.0,42,143,731,146,28,10,9,2683,36,33,11690,3307,36,8.0,0
726,B0_724,45,10,3,190,,42,21,107,71,33,29,2,5852,42,39,37285,6460,42,8.0,0
727,B0_725,45,8,1,7,,42,160,222,519,26,16,5,3891,34,35,37000,4567,34,8.0,0
728,B0_730,45,9,4,200,,42,155,350,263,8,0,2,805,12,11,1087,1099,12,4.0,0
729,B0_74,45,9,8,150,,42,155,790,15,15,0,2,2730,19,23,9605,3046,19,4.0,0
730,B0_766,45,7,3,217,9194.0,42,90,713,484,9,0,5,1197,14,11,1532,1537,14,4.0,0
731,B0_798,45,10,3,2,6560.0,7,105,618,280,0,0,0,0,0,0,0,0,0,0.0,0
732,B0_847,45,10,1,148,,27,99,625,478,0,0,0,0,0,0,0,0,0,0.0,0
733,B0_871,45,9,1,124,6746.0,42,27,590,583,0,0,0,0,0,0,0,0,0,0.0,0
734,B0_895,45,9,3,170,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
735,B0_919,45,8,3,124,,29,98,272,409,0,0,0,0,0,0,0,0,0,0.0,0
736,M0_117,46,11,3,200,649.0,29,98,889,593,11,0,3,1274,15,14,3132,1562,15,4.0,1
737,M0_82,46,12,1,217,221.0,42,22,777,533,7,0,2,742,9,10,1263,890,9,2.0,1
738,B0_112,46,9,1,124,,42,21,599,428,63,59,2,8062,75,76,82775,8950,75,12.0,0
739,B0_1143,46,11,3,182,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
740,B0_1201,46,9,4,77,231.0,29,98,416,306,0,0,0,0,0,0,0,0,0,0.0,0
741,B0_1220,46,9,3,223,,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
742,B0_1221,46,9,1,118,11.0,42,155,127,424,0,0,0,0,0,0,0,0,0,0.0,0
743,B0_123,46,11,3,197,4698.0,42,21,107,71,46,42,2,6883,54,54,38056,7491,54,8.0,0
744,B0_124,46,9,1,7,2393.0,42,90,254,280,29,14,4,3416,35,35,17574,3858,35,6.0,0
745,B0_1270,46,10,3,127,,42,78,837,588,0,0,0,0,0,0,0,0,0,0.0,0
746,B0_1314,46,8,4,124,21.0,42,148,126,147,0,0,0,0,0,0,0,0,0,0.0,0
747,B0_1333,46,9,1,200,,42,13,379,175,0,0,0,0,0,0,0,0,0,0.0,0
748,B0_1397,46,9,6,200,,42,90,427,434,0,0,0,0,0,0,0,0,0,0.0,0
749,B0_2016,46,8,3,96,22479.0,42,155,654,408,7,6,4,606,7,8,496,606,7,0.0,0
750,B0_2153,46,10,4,7,344.0,21,111,68,324,5,3,3,498,5,8,504,498,5,0.0,0
751,B0_2222,46,10,3,60,,42,74,492,361,20,6,10,1392,20,12,766,1392,20,0.0,0
752,B0_2253,46,11,3,124,,42,114,203,80,7,4,3,582,7,8,596,582,7,0.0,0
753,B0_2302,46,9,3,186,,42,21,107,71,6,4,4,564,6,8,504,564,6,0.0,0
754,B0_234,46,9,3,2,17810.0,42,21,421,7,50,40,5,5894,58,73,69918,6478,58,8.0,0
755,B0_237,46,8,3,7,193.0,42,114,158,113,7,0,2,680,11,10,1363,1002,11,4.0,0
756,B0_270,46,11,6,2,630.0,42,21,255,360,38,13,10,4509,48,52,35953,5267,48,10.0,0
757,B0_29,46,10,6,211,,42,92,190,335,24,2,10,3146,28,30,4258,3442,28,4.0,0
758,B0_292,46,9,6,124,7758.0,42,90,523,275,127,0,3,8942,131,144,233106,9242,131,4.0,0
759,B0_304,46,8,1,200,2886.0,29,98,401,586,74,0,2,18084,78,96,113453,18384,78,4.0,0
760,B0_306,46,10,1,200,1510.0,42,108,814,431,20,2,6,3089,24,24,7088,3391,24,4.0,0
761,B0_439,46,8,3,200,,42,21,516,564,15,8,6,2218,19,18,5203,2546,19,4.0,0
762,B0_477,46,12,1,124,1819.0,42,21,333,221,70,21,7,9463,80,80,133235,10217,80,10.0,0
763,B0_506,46,10,6,233,,42,27,771,131,22,18,1,3331,28,27,62295,3739,28,6.0,0
764,B0_525,46,11,1,200,1511.0,42,108,814,431,44,11,7,6306,50,38,22528,6780,50,6.0,0
765,B0_542,46,10,6,7,66804.0,42,67,349,334,44,2,7,3516,48,36,33488,3808,48,4.0,0
766,B0_55,46,10,1,200,1519.0,42,108,814,431,21,0,3,4103,25,30,16662,4405,25,4.0,0
767,B0_555,46,12,4,7,235.0,29,98,889,593,12,0,3,1351,16,15,9692,1641,16,4.0,0
768,B0_565,46,10,1,200,166.0,29,98,787,305,25,0,4,2115,29,30,17150,2479,29,4.0,0
769,B0_602,46,8,3,148,,31,98,835,500,12,0,3,1716,16,17,11285,2012,16,4.0,0
770,B0_64,46,10,1,121,8745.0,29,98,889,593,28,0,3,4364,30,22,22879,4498,30,2.0,0
771,B0_687,46,10,3,7,,29,98,889,593,15,5,11,1244,17,23,1616,1384,17,2.0,0
772,B0_689,46,8,5,148,,42,13,650,532,22,16,8,3094,26,27,7809,3414,26,4.0,0
773,B0_727,46,8,4,57,333.0,42,65,187,316,125,0,1,8528,129,145,231799,8856,129,4.0,0
774,B0_736,46,7,3,106,6984.0,42,21,689,419,33,1,5,3244,43,41,24696,4114,43,10.0,0
775,B0_747,46,9,3,28,10303.0,2,96,815,572,197,0,3,13622,200,255,486769,13794,200,2.0,0
776,B0_753,46,10,3,166,,42,21,107,71,38,26,12,4376,44,47,40918,4832,44,6.0,0
777,B0_822,46,10,3,200,,30,115,82,197,0,0,0,0,0,0,0,0,0,0.0,0
778,B0_873,46,9,1,124,784.0,42,27,590,583,0,0,0,0,0,0,0,0,0,0.0,0
779,B0_889,46,6,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0.0,0
780,M0_86,47,11,1,53,,30,115,290,529,26,11,7,3213,34,32,16931,3821,34,8.0,1
781,B0_1037,47,9,1,148,,42,140,325,187,0,0,0,0,0,0,0,0,0,0.0,0
782,B0_1122,47,9,3,200,,30,115,82,197,0,0,0,0,0,0,0,0,0,0.0,0
783,B0_1216,47,9,1,124,,7,105,695,169,0,0,0,0,0,0,0,0,0,0.0,0
784,B0_1245,47,8,6,218,7790.0,42,160,580,92,0,0,0,0,0,0,0,0,0,0.0,0
785,B0_1286,47,9,5,115,324.0,42,143,731,146,0,0,0,0,0,0,0,0,0,0.0,0
786,B0_1294,47,8,1,7,7362.0,30,115,722,568,0,0,0,0,0,0,0,0,0,0.0,0
787,B0_1295,47,9,3,136,,42,155,331,473,0,0,0,0,0,0,0,0,0,0.0,0
788,B0_1305,47,10,5,115,324.0,42,91,458,340,0,0,0,0,0,0,0,0,0,0.0,0
789,B0_1310,47,11,3,148,,42,5,192,384,0,0,0,0,0,0,0,0,0,0.0,0
790,B0_1340,47,10,4,18,423.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
